SF_ID,OTHER_ID,SF_NAME,SF_TYPE_CD,SF_TYPE,SF_STATUS_CD,SF_STATUS,SF_PRIORITY_CD,SF_PRIORITY,SF_PROBLEM_CODE,SF_PROBLEM_CODE_DESCRIPTION,HEIGHT_FT,VOLUME_CY,FLOW_GPM,KEYWORDS,SHAPEAREA,SHAPELEN,OBJECTID
832036,6028-05,6028-05,ACSM,Coal Surface Mine,ABAND,Abandoned,3,Environmental Impact,20,20 Dry Strip Mine,40,258000,,,61067.39965364,2013.31760403176,11026956
832037,6029-01,6029-01,ACSM,Coal Surface Mine,ABAND,Abandoned,3,Environmental Impact,20,20 Dry Strip Mine,30,226000,,,64346.225710135,2365.9814807472,11026957
832038,6029-02,6029-02,ACSM,Coal Surface Mine,ABAND,Abandoned,3,Environmental Impact,20,20 Dry Strip Mine,60,129000,,,23378.17694122,766.265788464823,11026958
832039,6029-03,6029-03,SPOIL,Spoil Area,ABAND,Abandoned,3,Environmental Impact,22,22 Spoil Pile,20,86000,,,27435.512906945,842.301824778175,11026959
832040,6029-04,6029-04,ACSM,Coal Surface Mine,ABAND,Abandoned,3,Environmental Impact,20,20 Dry Strip Mine,40,151000,,,43778.976007605,1443.62437917249,11026960
832041,6029-05,6029-05,ACSM,Coal Surface Mine,ABAND,Abandoned,3,Environmental Impact,20,20 Dry Strip Mine,40,344000,,,72208.32971295,2694.43997640704,11026961
832042,6029-06,6029-06,ACSM,Coal Surface Mine,ABAND,Abandoned,3,Environmental Impact,20,20 Dry Strip Mine,20,43000,,,16787.43541374,832.871988120675,11026962
832043,6029-07,6029-07,ACSM,Coal Surface Mine,ABAND,Abandoned,3,Environmental Impact,20,20 Dry Strip Mine,20,54000,,,23151.699900395,924.889862467847,11026963
832044,6029-08,6029-08,SPOIL,Spoil Area,ABAND,Abandoned,3,Environmental Impact,22,22 Spoil Pile,20,624000,,,475402.193890515,5930.65859068305,11026964
832046,6030-01,6030-01,ACSM,Coal Surface Mine,COM,Reclamation Complete,2,Health or Safety Impact,20,20 Dry Strip Mine,50,600000,,DH,148190.171825405,4012.30579197968,11026965
832047,6030-02,6030-02,SPOIL,Spoil Area,COM,Reclamation Complete,3,Environmental Impact,22,22 Spoil Pile,30,855000,,SA,367323.4662098,3699.04390532813,11026966
832048,6030-03,6030-03,ACSM,Coal Surface Mine,COM,Reclamation Complete,3,Environmental Impact,20,20 Dry Strip Mine,30,1,,PI,136426.15822544,4122.80821255833,11026967
832049,6030-04,6030-04,ACSM,Coal Surface Mine,COM,Reclamation Complete,3,Environmental Impact,21,21 Flooded Strip Mine,30,0,,PI,21139.021519245,731.525939344899,11026968
832050,6030-05,6030-05,ACSM,Coal Surface Mine,ABAND,Abandoned,3,Environmental Impact,20,20 Dry Strip Mine,40,107000,,,17663.548297865,835.211951167151,11026969
832051,6030-06,6030-06,SPOIL,Spoil Area,ABAND,Abandoned,3,Environmental Impact,22,22 Spoil Pile,20,54000,,,40541.19391159,1086.82347235194,11026970
832052,6030-07,6030-07,ACSM,Coal Surface Mine,ABAND,Abandoned,3,Environmental Impact,20,20 Dry Strip Mine,40,151000,,,34461.2508187,1294.68080739442,11026971
832053,6030-08,6030-08,SPOIL,Spoil Area,ABAND,Abandoned,3,Environmental Impact,22,22 Spoil Pile,20,86000,,,68416.481988755,1466.4337153278,11026972
832055,6031-01,6031-01,ACSM,Coal Surface Mine,ABAND,Abandoned,3,Environmental Impact,20,20 Dry Strip Mine,15,65000,,,41673.395414635,1344.23146782759,11026973
832056,6031-02,6031-02,ACSM,Coal Surface Mine,ABAND,Abandoned,3,Environmental Impact,20,20 Dry Strip Mine,20,183000,,,103576.402590375,2982.31588921303,11026974
832057,6031-03,6031-03,ACSM,Coal Surface Mine,ABAND,Abandoned,3,Environmental Impact,20,20 Dry Strip Mine,30,81000,,,26421.03685169,897.896126217779,11026975
832058,6031-04,6031-04,ACSM,Coal Surface Mine,ABAND,Abandoned,3,Environmental Impact,20,20 Dry Strip Mine,30,194000,,,63752.24296404,2016.61084161147,11026976
832059,6031-05,6031-05,SPOIL,Spoil Area,ABAND,Abandoned,3,Environmental Impact,22,22 Spoil Pile,10,70000,,,70777.88129364,1763.96713049066,11026977
832060,6031-06,6031-06,ACSM,Coal Surface Mine,ABAND,Abandoned,3,Environmental Impact,20,20 Dry Strip Mine,15,16000,,,9593.722108665,475.801420968919,11026978
832061,6031-07,6031-07,SPOIL,Spoil Area,ABAND,Abandoned,3,Environmental Impact,22,22 Spoil Pile,5,5000,,,11914.337779245,498.645506230797,11026979
832062,6031-08,6031-08,ACSM,Coal Surface Mine,ABAND,Abandoned,3,Environmental Impact,20,20 Dry Strip Mine,20,108000,,,41549.6663912,1593.98020259939,11026980
832063,6032-01,6032-01,ACSM,Coal Surface Mine,ABAND,Abandoned,3,Environmental Impact,20,20 Dry Strip Mine,40,387000,,,99019.548350455,2966.02223900351,11026981
832064,6032-02,6032-02,SPOIL,Spoil Area,ABAND,Abandoned,3,Environmental Impact,22,22 Spoil Pile,20,161000,,,98186.379409545,2546.98267162202,11026982
832065,6032-03,6032-03,ACSM,Coal Surface Mine,ABAND,Abandoned,3,Environmental Impact,20,20 Dry Strip Mine,20,32000,,,11276.794303625,588.986660694492,11026983
832066,6032-04,6032-04,SPOIL,Spoil Area,ABAND,Abandoned,3,Environmental Impact,22,22 Spoil Pile,20,54000,,,35622.14570331,754.507333229645,11026984
832067,6032-05,6032-05,ACSM,Coal Surface Mine,ABAND,Abandoned,3,Environmental Impact,20,20 Dry Strip Mine,20,43000,,,18878.75326583,686.867454996522,11026985
832068,6032-06,6032-06,SPOIL,Spoil Area,ABAND,Abandoned,3,Environmental Impact,22,22 Spoil Pile,10,54000,,,78779.685546315,1333.97584049132,11026986
832069,6032-07,6032-07,ACSM,Coal Surface Mine,ABAND,Abandoned,3,Environmental Impact,20,20 Dry Strip Mine,40,129000,,,33709.572772935,1087.31664488392,11026987
832070,6032-08,6032-08,SPOIL,Spoil Area,ABAND,Abandoned,3,Environmental Impact,22,22 Spoil Pile,20,75000,,,39486.363931435,1260.84926035481,11026988
832071,6033-01,6033-01,ACSM,Coal Surface Mine,ABAND,Abandoned,3,Environmental Impact,20,20 Dry Strip Mine,40,237000,,,60209.222918245,1904.97585744412,11026989
832072,6033-02,6033-02,ACSM,Coal Surface Mine,ABAND,Abandoned,3,Environmental Impact,20,20 Dry Strip Mine,40,129000,,,34676.448247225,1148.7728204752,11026990
832073,6033-03,6033-03,SPOIL,Spoil Area,ABAND,Abandoned,3,Environmental Impact,22,22 Spoil Pile,15,56000,,,44442.12920443,1216.38241574139,11026991
832074,6033-04,6033-04,ACSM,Coal Surface Mine,ABAND,Abandoned,3,Environmental Impact,20,20 Dry Strip Mine,20,108000,,,54106.358896905,1785.22804570991,11026992
832075,6033-05,6033-05,SPOIL,Spoil Area,ABAND,Abandoned,3,Environmental Impact,22,22 Spoil Pile,10,43000,,,60354.80328457,1533.41347504733,11026993
832076,6033-06,6033-06,ACSM,Coal Surface Mine,ABAND,Abandoned,3,Environmental Impact,21,21 Flooded Strip Mine,20,0,,,7434.87413252,442.736188094254,11026994
832077,6033-07,6033-07,SPOIL,Spoil Area,ABAND,Abandoned,3,Environmental Impact,22,22 Spoil Pile,20,312000,,,229410.42113368,2563.68416321092,11026995
832078,6034-01,6034-01,ACSM,Coal Surface Mine,ABAND,Abandoned,3,Environmental Impact,20,20 Dry Strip Mine,20,54000,,,29687.19052451,899.062740838871,11026996
832079,6034-02,6034-02,ACSM,Coal Surface Mine,ABAND,Abandoned,3,Environmental Impact,21,21 Flooded Strip Mine,20,0,,,8455.61018965,413.092948927712,11026997
832080,6034-03,6034-03,ACSM,Coal Surface Mine,ABAND,Abandoned,3,Environmental Impact,20,20 Dry Strip Mine,20,32000,,,20193.24963795,629.43242888714,11026998
832081,6034-04,6034-04,SPOIL,Spoil Area,ABAND,Abandoned,3,Environmental Impact,22,22 Spoil Pile,20,194000,,,127729.565421615,2125.16295422363,11026999
832082,6034-05,6034-05,ACSM,Coal Surface Mine,ABAND,Abandoned,3,Environmental Impact,20,20 Dry Strip Mine,30,161000,,,48478.663644465,1714.19130687976,11027000
832083,6035-01,6035-01,ACSM,Coal Surface Mine,ABAND,Abandoned,3,Environmental Impact,20,20 Dry Strip Mine,20,97000,,,39479.26223455,1591.374422301,11027001
832084,6035-02,6035-02,SPOIL,Spoil Area,ABAND,Abandoned,3,Environmental Impact,22,22 Spoil Pile,30,48000,,,17580.31582871,678.514781623641,11027002
832085,6035-03,6035-03,SPOIL,Spoil Area,ABAND,Abandoned,3,Environmental Impact,22,22 Spoil Pile,25,40000,,,18124.967941575,571.672559282937,11027003
832086,6035-04,6035-04,SPOIL,Spoil Area,ABAND,Abandoned,3,Environmental Impact,22,22 Spoil Pile,40,151000,,,42383.098862815,1544.55090722547,11027004
832087,6035-05,6035-05,ACSM,Coal Surface Mine,ABAND,Abandoned,3,Environmental Impact,20,20 Dry Strip Mine,20,32000,,,16770.88320299,572.234893187851,11027005
832088,6035-06,6035-06,ACSM,Coal Surface Mine,ABAND,Abandoned,3,Environmental Impact,20,20 Dry Strip Mine,30,48000,,,12490.416201865,573.886938661216,11027006
832089,6036-01,6036-01,ACSM,Coal Surface Mine,ABAND,Abandoned,3,Environmental Impact,20,20 Dry Strip Mine,20,118000,,,58911.009688605,1866.74680954133,11027007
832090,6036-02,6036-02,ACSM,Coal Surface Mine,ABAND,Abandoned,3,Environmental Impact,20,20 Dry Strip Mine,20,204000,,,111312.740252835,3343.81849945606,11027008
832091,6036-03,6036-03,ACSM,Coal Surface Mine,ABAND,Abandoned,3,Environmental Impact,20,20 Dry Strip Mine,20,97000,,,42808.813545515,1781.26571989901,11027009
832092,6036-04,6036-04,ACSM,Coal Surface Mine,ABAND,Abandoned,3,Environmental Impact,20,20 Dry Strip Mine,30,64000,,,25428.178014975,762.120221663003,11027010
832093,6036-05,6036-05,ACSM,Coal Surface Mine,ABAND,Abandoned,3,Environmental Impact,20,20 Dry Strip Mine,20,161000,,,71850.023152885,2502.05792681963,11027011
832094,6037-01,6037-01,ACSM,Coal Surface Mine,ABAND,Abandoned,3,Environmental Impact,21,21 Flooded Strip Mine,30,0,,,30286.04791874,1066.10638071487,11027012
832095,6037-02,6037-02,SPOIL,Spoil Area,ABAND,Abandoned,3,Environmental Impact,22,22 Spoil Pile,25,134000,,,90406.725727355,1618.77386892831,11027013
832096,6037-03,6037-03,ACSM,Coal Surface Mine,ABAND,Abandoned,3,Environmental Impact,20,20 Dry Strip Mine,30,452000,,,167396.3282525,4568.19601692773,11027014
832097,6037-04,6037-04,SPOIL,Spoil Area,ABAND,Abandoned,3,Environmental Impact,22,22 Spoil Pile,30,952000,,,418066.98855855,4440.28371110603,11027015
832098,6038-01,6038-01,ACSM,Coal Surface Mine,ABAND,Abandoned,3,Environmental Impact,20,20 Dry Strip Mine,30,23000,,,115985.527252525,3449.54847930409,11027016
832099,6038-02,6038-02,ACSM,Coal Surface Mine,ABAND,Abandoned,3,Environmental Impact,20,20 Dry Strip Mine,35,188000,,,54574.797335165,1900.39150627701,11027017
832100,6038-03,6038-03,SPOIL,Spoil Area,ABAND,Abandoned,3,Environmental Impact,22,22 Spoil Pile,15,56000,,,44759.67250348,1514.38853671172,11027018
832101,6039-01,6039-01,ACSM,Coal Surface Mine,ABAND,Abandoned,3,Environmental Impact,20,20 Dry Strip Mine,30,65000,,,18356.683071705,741.427725301407,11027019
832102,6039-02,6039-02,SPOIL,Spoil Area,ABAND,Abandoned,3,Environmental Impact,22,22 Spoil Pile,20,43000,,,22422.60177255,826.073247116702,11027020
832103,6039-03,6039-03,ACSM,Coal Surface Mine,ABAND,Abandoned,3,Environmental Impact,20,20 Dry Strip Mine,40,194000,,,56251.465321475,1672.07282573799,11027021
832104,6039-04,6039-04,ACSM,Coal Surface Mine,ABAND,Abandoned,3,Environmental Impact,20,20 Dry Strip Mine,30,113000,,,28020.67828409,1212.72817245814,11027022
832105,6039-05,6039-05,SPOIL,Spoil Area,ABAND,Abandoned,3,Environmental Impact,22,22 Spoil Pile,25,67000,,,39300.736130485,1120.70334357418,11027023
832106,6039-06,6039-06,ACSM,Coal Surface Mine,ABAND,Abandoned,3,Environmental Impact,20,20 Dry Strip Mine,20,86000,,,42644.49291106,1457.83230545949,11027024
832107,6040-01,6040-01,ACSM,Coal Surface Mine,ABAND,Abandoned,3,Environmental Impact,20,20 Dry Strip Mine,20,54000,,,21276.72877129,911.50580019025,11027025
832108,6040-02,6040-02,ACSM,Coal Surface Mine,ABAND,Abandoned,3,Environmental Impact,20,20 Dry Strip Mine,35,414000,,,105365.66933517,3452.08987939675,11027026
832109,6040-03,6040-03,SPOIL,Spoil Area,ABAND,Abandoned,3,Environmental Impact,22,22 Spoil Pile,30,291000,,,128190.38667237,2141.54035545843,11027027
832110,6040-04,6040-04,SPOIL,Spoil Area,ABAND,Abandoned,3,Environmental Impact,22,22 Spoil Pile,20,151000,,,101129.220275625,1393.67635037349,11027028
832111,6040-05,6040-05,ACSM,Coal Surface Mine,ABAND,Abandoned,3,Environmental Impact,20,20 Dry Strip Mine,30,97000,,,21234.18018219,721.077911718422,11027029
832112,6040-06,6040-06,ACSM,Coal Surface Mine,ABAND,Abandoned,2,Health or Safety Impact,20,20 Dry Strip Mine,,,,DH,3833.99717268,252.297493884256,11027030
832113,6040-07,6040-07,ACSM,Coal Surface Mine,ABAND,Abandoned,2,Health or Safety Impact,20,20 Dry Strip Mine,,,,DH,5438.584224585,321.925016897621,11027031
832114,6040-08,6040-08,ACSM,Coal Surface Mine,ABAND,Abandoned,2,Health or Safety Impact,20,20 Dry Strip Mine,,,,DH,9255.249688565,521.100911558425,11027032
832115,6040-09,6040-09,SPOIL,Spoil Area,ABAND,Abandoned,3,Environmental Impact,22,22 Spoil Pile,,,,SA,124597.340160365,2610.977306061,11027033
832116,6041-01,6041-01,ACSM,Coal Surface Mine,ABAND,Abandoned,3,Environmental Impact,20,20 Dry Strip Mine,20,129000,,,59392.42835074,2493.83969725112,11027034
832117,6041-02,6041-02,ACSM,Coal Surface Mine,ABAND,Abandoned,3,Environmental Impact,20,20 Dry Strip Mine,40,151000,,,25247.22547529,1076.37192223662,11027035
832118,6041-03,6041-03,SPOIL,Spoil Area,ABAND,Abandoned,3,Environmental Impact,22,22 Spoil Pile,30,161000,,,213133.431559615,2319.4349917799,11027036
832120,6042-01,6042-01,ACSM,Coal Surface Mine,ABAND,Abandoned,2,Health or Safety Impact,20,20 Dry Strip Mine,40,194000,,DH,80658.32830403,2268.26206036413,11027037
832121,6042-02,6042-02,ACSM,Coal Surface Mine,ABAND,Abandoned,3,Environmental Impact,20,20 Dry Strip Mine,30,500000,,SA,227573.207092165,3683.59446501935,11027038
832123,6042-04,6042-04,ACSM,Coal Surface Mine,ABAND,Abandoned,3,Environmental Impact,20,20 Dry Strip Mine,30,97000,,,37152.946275135,979.563094640692,11027039
832124,6042-05,6042-05,SPOIL,Spoil Area,ABAND,Abandoned,3,Environmental Impact,22,22 Spoil Pile,25,430000,,,244032.12448883,3287.21556528713,11027040
832126,6043-01,6043-01,ACSM,Coal Surface Mine,ABAND,Abandoned,3,Environmental Impact,20,20 Dry Strip Mine,30,145000,,,49128.1767639,1561.48512840226,11027041
832127,6043-02,6043-02,ACSM,Coal Surface Mine,ABAND,Abandoned,3,Environmental Impact,20,20 Dry Strip Mine,30,145000,,,49961.03937887,1588.31436587227,11027042
832128,6043-03,6043-03,ACSM,Coal Surface Mine,ABAND,Abandoned,3,Environmental Impact,20,20 Dry Strip Mine,40,172000,,,41445.521064165,1608.02258851279,11027043
832129,6043-04,6043-04,ACSM,Coal Surface Mine,ABAND,Abandoned,3,Environmental Impact,20,20 Dry Strip Mine,20,43000,,,21566.273584905,734.929874634486,11027044
832130,6043-05,6043-05,SPOIL,Spoil Area,ABAND,Abandoned,3,Environmental Impact,22,22 Spoil Pile,15,250000,,,237514.82937696,4007.58456906154,11027045
832132,6044-01,6044-01,ACSM,Coal Surface Mine,ABAND,Abandoned,3,Environmental Impact,20,20 Dry Strip Mine,30,145000,,,45004.359983985,1472.07923634337,11027046
832133,6044-02,6044-02,SPOIL,Spoil Area,ABAND,Abandoned,3,Environmental Impact,22,22 Spoil Pile,15,81000,,,58663.46169156,1787.63186391107,11027047
832134,6044-03,6044-03,ACSM,Coal Surface Mine,ABAND,Abandoned,3,Environmental Impact,20,20 Dry Strip Mine,30,258000,,,98487.486784055,2632.98308089232,11027048
832135,6044-04,6044-04,SPOIL,Spoil Area,ABAND,Abandoned,3,Environmental Impact,22,22 Spoil Pile,20,97000,,,55876.290355485,1617.13124956238,11027049
832136,6045-01,6045-01,ACSM,Coal Surface Mine,ABAND,Abandoned,3,Environmental Impact,20,20 Dry Strip Mine,20,54000,,,29855.11330236,984.589202944585,11027050
832137,6045-02,6045-02,SPOIL,Spoil Area,ABAND,Abandoned,3,Environmental Impact,22,22 Spoil Pile,15,81000,,,86875.5012481,2328.01377903536,11027051
832138,6046-01,6046-01,ACSM,Coal Surface Mine,ABAND,Abandoned,3,Environmental Impact,20,20 Dry Strip Mine,20,183000,,,99233.37680874,3136.70967407263,11027052
832139,6046-02,6046-02,SPOIL,Spoil Area,ABAND,Abandoned,3,Environmental Impact,22,22 Spoil Pile,15,121000,,,115404.74848422,1652.14294067574,11027053
832141,6046-04,6046-04,ACSM,Coal Surface Mine,ABAND,Abandoned,3,Environmental Impact,20,20 Dry Strip Mine,20,43000,,,15833.09397662,833.999507305904,11027054
832142,6046-05,6046-05,SPOIL,Spoil Area,ABAND,Abandoned,3,Environmental Impact,22,22 Spoil Pile,15,49000,,,41434.61242513,1528.95597505445,11027055
832143,6047-01,6047-01,ACSM,Coal Surface Mine,ABAND,Abandoned,3,Environmental Impact,20,20 Dry Strip Mine,20,54000,,,36364.13069872,1154.86313086018,11027056
832144,6047-02,6047-02,ACSM,Coal Surface Mine,ABAND,Abandoned,3,Environmental Impact,20,20 Dry Strip Mine,20,54000,,,34502.8124633,1230.7187183315,11027057
832145,6047-03,6047-03,ACSM,Coal Surface Mine,ABAND,Abandoned,3,Environmental Impact,20,20 Dry Strip Mine,25,161000,,,62793.06413167,1970.63958136546,11027058
832146,6047-04,6047-04,SPOIL,Spoil Area,ABAND,Abandoned,3,Environmental Impact,22,22 Spoil Pile,15,81000,,,59807.86467165,1850.74733792044,11027059
832147,6048-01,6048-01,ACSM,Coal Surface Mine,ABAND,Abandoned,3,Environmental Impact,20,20 Dry Strip Mine,15,24000,,,12371.555779865,572.272595315625,11027060
832148,6048-02,6048-02,ACSM,Coal Surface Mine,ABAND,Abandoned,3,Environmental Impact,20,20 Dry Strip Mine,35,94000,,,20301.9370294,955.993845062106,11027061
832149,6048-03,6048-03,SPOIL,Spoil Area,ABAND,Abandoned,3,Environmental Impact,22,22 Spoil Pile,25,81000,,,31497.9815831,1087.86146332044,11027062
832150,6049-01,6049-01,ACSM,Coal Surface Mine,ABAND,Abandoned,3,Environmental Impact,20,20 Dry Strip Mine,20,,,H,29728.67059487,1247.5171133205,11027063
832151,6049-02,6049-02,SPOIL,Spoil Area,ABAND,Abandoned,3,Environmental Impact,22,22 Spoil Pile,20,,,SA,18100.97779746,534.152268776066,11027064
832152,6050-01,6050-01,SPOIL,Spoil Area,ABAND,Abandoned,3,Environmental Impact,22,22 Spoil Pile,20,118000,,,76003.34739187,1006.77283267749,11027065
832153,6050-02,6050-02,ACSM,Coal Surface Mine,ABAND,Abandoned,3,Environmental Impact,20,20 Dry Strip Mine,20,183000,,,81332.104870485,2804.88353557067,11027066
832154,6050-03,6050-03,SPOIL,Spoil Area,ABAND,Abandoned,3,Environmental Impact,22,22 Spoil Pile,15,81000,,,65574.505897505,1802.29667675488,11027067
832155,6050-04,6050-04,ACSM,Coal Surface Mine,ABAND,Abandoned,3,Environmental Impact,20,20 Dry Strip Mine,35,207000,,,64795.38988966,2322.41520086332,11027068
832156,6050-05,6050-05,SPOIL,Spoil Area,ABAND,Abandoned,3,Environmental Impact,22,22 Spoil Pile,25,242000,,,114302.611143015,3252.95250404683,11027069
832157,6050-06,6050-06,SPOIL,Spoil Area,ABAND,Abandoned,3,Environmental Impact,22,22 Spoil Pile,20,54000,,,30501.049382175,858.131940135793,11027070
832158,6050-07,6050-07,ACSM,Coal Surface Mine,ABAND,Abandoned,3,Environmental Impact,20,20 Dry Strip Mine,20,97000,,,37109.60998963,1554.87028595355,11027071
832159,6051-01,6051-01,ACSM,Coal Surface Mine,ABAND,Abandoned,3,Environmental Impact,20,20 Dry Strip Mine,30,323000,,,104078.904418685,3399.19240306466,11027072
832160,6051-02,6051-02,SPOIL,Spoil Area,ABAND,Abandoned,3,Environmental Impact,22,22 Spoil Pile,15,81000,,,43209.13897828,1641.01831815426,11027073
832161,6051-03,6051-03,ACSM,Coal Surface Mine,ABAND,Abandoned,3,Environmental Impact,20,20 Dry Strip Mine,30,81000,,,28817.867958115,953.554994012554,11027074
832162,6051-04,6051-04,ACSM,Coal Surface Mine,ABAND,Abandoned,3,Environmental Impact,20,20 Dry Strip Mine,20,65000,,,31991.04499795,1115.6021119626,11027075
832163,6051-05,6051-05,ACSM,Coal Surface Mine,ABAND,Abandoned,3,Environmental Impact,20,20 Dry Strip Mine,20,65000,,,40185.65080068,1107.41641477792,11027076
832164,6052-01,6052-01,ACSM,Coal Surface Mine,ABAND,Abandoned,3,Environmental Impact,20,20 Dry Strip Mine,35,113000,,,24781.62389564,837.341995545719,11027077
832166,6053-01,6053-01,ACSM,Coal Surface Mine,ABAND,Abandoned,3,Environmental Impact,20,20 Dry Strip Mine,25,54000,,,19455.189904555,822.356149135461,11027078
832167,6053-02,6053-02,ACSM,Coal Surface Mine,ABAND,Abandoned,3,Environmental Impact,20,20 Dry Strip Mine,25,108000,,,30426.015357015,1404.70154990264,11027079
832168,6053-03,6053-03,SPOIL,Spoil Area,ABAND,Abandoned,3,Environmental Impact,22,22 Spoil Pile,15,145000,,,132081.22500674,3824.41217747468,11027080
832169,6053-04,6053-04,ACSM,Coal Surface Mine,ABAND,Abandoned,3,Environmental Impact,20,20 Dry Strip Mine,25,175000,,,71752.250798685,2284.20772213128,11027081
832170,6053-05,6053-05,SPOIL,Spoil Area,ABAND,Abandoned,3,Environmental Impact,22,22 Spoil Pile,20,108000,,,66292.04259522,1887.55767710283,11027082
832171,6053-06,6053-06,SPOIL,Spoil Area,ABAND,Abandoned,3,Environmental Impact,22,22 Spoil Pile,15,73000,,,67360.98231984,1159.86073055273,11027083
832173,6054-01,6054-01,ACSM,Coal Surface Mine,ABAND,Abandoned,3,Environmental Impact,20,20 Dry Strip Mine,20,161000,,,67983.313737975,2490.00186272825,11027084
832174,6054-02,6054-02,SPOIL,Spoil Area,ABAND,Abandoned,3,Environmental Impact,22,22 Spoil Pile,15,113000,,,71611.649315055,2362.15703641507,11027085
832175,6054-03,6054-03,ACSM,Coal Surface Mine,ABAND,Abandoned,3,Environmental Impact,21,21 Flooded Strip Mine,30,0,,,51293.016421385,1890.96320333749,11027086
832176,6054-04,6054-04,SPOIL,Spoil Area,ABAND,Abandoned,3,Environmental Impact,22,22 Spoil Pile,20,140000,,,83048.11436173,2131.84969411861,11027087
832177,6055-01,6055-01,ACSM,Coal Surface Mine,ABAND,Abandoned,3,Environmental Impact,20,20 Dry Strip Mine,20,10700,,,4639.51893216,261.14373131018,11027088
832178,6055-02,6055-02,ACSM,Coal Surface Mine,ABAND,Abandoned,3,Environmental Impact,20,20 Dry Strip Mine,30,32200,,,11222.01656207,467.12805304638,11027089
832179,6055-03,6055-03,ACSM,Coal Surface Mine,ABAND,Abandoned,3,Environmental Impact,20,20 Dry Strip Mine,25,40300,,,15304.31314119,590.596951257686,11027090
832180,6055-04,6055-04,SPOIL,Spoil Area,ABAND,Abandoned,3,Environmental Impact,22,22 Spoil Pile,20,258000,,,154313.199604525,2724.69727054329,11027091
832181,6055-05,6055-05,SPOIL,Spoil Area,ABAND,Abandoned,3,Environmental Impact,22,22 Spoil Pile,10,48400,,,64530.932660715,989.301468582773,11027092
832182,6055-06,6055-06,ACSM,Coal Surface Mine,ABAND,Abandoned,3,Environmental Impact,20,20 Dry Strip Mine,35,112900,,,38864.48844436,1074.1079240726,11027093
832183,6055-07,6055-07,SPOIL,Spoil Area,ABAND,Abandoned,3,Environmental Impact,22,22 Spoil Pile,20,354900,,,209809.05281327,2370.28812144308,11027094
832185,6056-01,6056-01,ACSM,Coal Surface Mine,COM,Reclamation Complete,2,Health or Safety Impact,20,20 Dry Strip Mine,35,0,,DH,101453.39077924,2141.72328050112,11027095
832186,6056-02,6056-02,ACSM,Coal Surface Mine,COM,Reclamation Complete,3,Environmental Impact,20,20 Dry Strip Mine,10,0,,SA,551183.0506004,5052.86902169752,11027096
832187,6056-03,6056-03,ACSM,Coal Surface Mine,ABAND,Abandoned,3,Environmental Impact,20,20 Dry Strip Mine,0,0,,SA,234814.583305695,2168.98386019205,11027097
832188,6057-01,6057-01,ACSM,Coal Surface Mine,ABAND,Abandoned,3,Environmental Impact,20,20 Dry Strip Mine,15,193600,,SA,148331.41816391,3466.1214041536,11027098
832189,6057-02,6057-02,ACSM,Coal Surface Mine,ABAND,Abandoned,2,Health or Safety Impact,20,20 Dry Strip Mine,35,94100,,DH,46164.02953741,1000.75172206861,11027099
832190,6057-03,6057-03,ACSM,Coal Surface Mine,ABAND,Abandoned,2,Health or Safety Impact,20,20 Dry Strip Mine,35,94100,,DH,33263.49039089,942.718977101037,11027100
832191,6057-04,6057-04,ACSM,Coal Surface Mine,ABAND,Abandoned,2,Health or Safety Impact,20,20 Dry Strip Mine,35,94100,,DH,20710.2980847,692.717436574713,11027101
832194,6058-01,6058-01,ACSM,Coal Surface Mine,COM,Reclamation Complete,3,Environmental Impact,20,20 Dry Strip Mine,35,75000,,PI,23746.756819745,1036.40115399754,11027102
832195,6058-02,6058-02,ACSM,Coal Surface Mine,COM,Reclamation Complete,3,Environmental Impact,20,20 Dry Strip Mine,45,242000,,PI,66009.77382418,1448.49411384353,11027103
832197,6058-04,6058-04,RFSPL,Refuse Pile,COM,Reclamation Complete,3,Environmental Impact,41,41 Refuse Pile,15,8000,,GO,5280.6177393,301.800379680503,11027104
832201,6058-08,6058-08,ACSM,Coal Surface Mine,ABAND,Abandoned,3,Environmental Impact,20,20 Dry Strip Mine,15,16000,,PI,6551.85099449,387.435649077076,11027105
832209,6060-01,6060-01,ACSM,Coal Surface Mine,ABAND,Abandoned,3,Environmental Impact,21,21 Flooded Strip Mine,30,0,,,268811.227331415,8305.8934238962,11027106
832210,6060-02,6060-02,ACSM,Coal Surface Mine,ABAND,Abandoned,3,Environmental Impact,21,21 Flooded Strip Mine,25,0,,,5418.067943285,286.124776074737,11027107
832211,6060-03,6060-03,ACSM,Coal Surface Mine,ABAND,Abandoned,3,Environmental Impact,21,21 Flooded Strip Mine,30,0,,,9419.164680875,370.739110770976,11027108
832212,6060-04,6060-04,ACSM,Coal Surface Mine,ABAND,Abandoned,3,Environmental Impact,21,21 Flooded Strip Mine,20,0,,,16314.675839315,829.939184826225,11027109
832213,6060-05,6060-05,SPOIL,Spoil Area,ABAND,Abandoned,3,Environmental Impact,22,22 Spoil Pile,15,1400000,,,1211643.36844529,11106.3414629951,11027110
832214,6061-01,6061-01,ACSM,Coal Surface Mine,ABAND,Abandoned,3,Environmental Impact,21,21 Flooded Strip Mine,10,0,,,178314.631261575,2240.20998947452,11027111
832217,6062-03,6062-03,RFSPL,Refuse Pile,ABAND,Abandoned,3,Environmental Impact,41,41 Refuse Pile,25,14000,,,8847.17306945,358.796751516396,11027112
